epoch,Train (k=2),Test (k=2),Train (k=3),Test (k=3),Train (k=5),Test (k=5),Train (k=10),Test (k=10)
4834,1.740516426924314,2.445111550581426,1.7658770496717864,2.622869056934451,1.8099688182614415,2.2618735152506484,1.8401407585046314,2.162468272510192
4835,1.740515324147523,2.4450956377238064,1.7658770107206412,2.6228667547892655,1.8099688169081365,2.261873764291613,1.8401407584386167,2.162468221277264
4836,1.7405142236762097,2.445079748563926,1.7658769718753256,2.6228644561873162,1.8099688155594778,2.261874012924669,1.8401407583728484,2.1624681701247024
4837,1.740513125505496,2.445063883066126,1.7658769331355302,2.622862161122921,1.8099688142154453,2.26187426115045,1.8401407583073315,2.162468119052381
4838,1.7405120296305365,2.4450480411948456,1.7658768945009846,2.622859869590374,1.8099688128760174,2.2618745089695906,1.8401407582420624,2.162468068060192
4839,1.740510936046491,2.4450322229145454,1.7658768559713998,2.622857581583982,1.8099688115411872,2.261874756382711,1.8401407581770415,2.1624680171480124
4840,1.7405098447485225,2.4450164281897524,1.7658768175464823,2.622855297098087,1.809968810210932,2.26187500339045,1.8401407581122649,2.1624679663157322
4841,1.740508755731796,2.445000656985048,1.765876779225957,2.6228530161270025,1.8099688088852415,2.26187524999343,1.840140758047733,2.1624679155632247
4842,1.7405076689915213,2.4449849092650764,1.7658767410095324,2.622850738665083,1.8099688075640987,2.2618754961922867,1.8401407579834452,2.162467864890381
4843,1.7405065845228849,2.444969184994523,1.7658767028969304,2.622848464706679,1.809968806247488,2.2618757419876396,1.8401407579194031,2.1624678142970835
4844,1.740505502321089,2.4449534841381375,1.7658766648878552,2.622846194246158,1.8099688049353901,2.2618759873801313,1.8401407578556022,2.162467763783217
4845,1.740504422381365,2.4449378066607306,1.7658766269820425,2.622843927277897,1.8099688036277963,2.26187623237037,1.8401407577920441,2.162467713348654
4846,1.7405033446989258,2.444922152527153,1.7658765891791983,2.6228416637962697,1.8099688023246816,2.261876476958994,1.8401407577287237,2.1624676629932957
4847,1.7405022692690189,2.444906521702332,1.765876551479043,2.622839403795671,1.8099688010260386,2.261876721146616,1.8401407576656446,2.16246761271701
4848,1.7405011960868895,2.444890914151207,1.7658765138813013,2.6228371472705057,1.8099687997318532,2.2618769649338697,1.8401407576028048,2.1624675625196907
4849,1.740500125147801,2.4448753298388315,1.7658764763856905,2.62283489421517,1.8099687984421018,2.2618772083213625,1.8401407575402025,2.162467512401224
4850,1.7404990564470204,2.4448597687302662,1.765876438991932,2.622832644624122,1.8099687971567762,2.261877451309732,1.8401407574778361,2.1624674623614863
4851,1.7404979899798199,2.4448442307906406,1.765876401699754,2.6228303984917556,1.8099687958758566,2.2618776938995855,1.8401407574157052,2.1624674124003698
4852,1.7404969257414984,2.444828715985162,1.7658763645088718,2.622828155812521,1.8099687945993321,2.2618779360915573,1.840140757353812,2.1624673625177477
4853,1.7404958637273436,2.4448132242790424,1.7658763274190121,2.622825916580869,1.8099687933271862,2.261878177886257,1.840140757292153,2.16246731271353
4854,1.7404948039326806,2.4447977556375897,1.765876290429893,2.6228236807912686,1.8099687920594039,2.261878419284299,1.8401407572307256,2.162467262987575
4855,1.7404937463528138,2.444782310026158,1.765876253541255,2.622821448438174,1.809968790795968,2.2618786602863175,1.8401407571695316,2.162467213339773
4856,1.7404926909830796,2.444766887410149,1.7658762167528108,2.622819219516074,1.8099687895368661,2.2618789008929028,1.8401407571085688,2.1624671637700277
4857,1.7404916378188118,2.4447514877550125,1.7658761800642988,2.6228169940194426,1.8099687882820832,2.261879141104692,1.8401407570478365,2.1624671142781944
4858,1.7404905868553597,2.444736111026272,1.765876143475437,2.622814771942802,1.8099687870316046,2.2618793809222875,1.8401407569873354,2.1624670648641944
4859,1.740489538088091,2.4447207571894767,1.7658761069859574,2.6228125532806312,1.8099687857854132,2.261879620346309,1.8401407569270638,2.1624670155278882
4860,1.740488491512362,2.444705426210249,1.7658760705955832,2.622810338027462,1.8099687845434869,2.261879859377374,1.8401407568670176,2.1624669662691733
4861,1.7404874471235603,2.4446901180542695,1.765876034304056,2.622808126177804,1.8099687833058327,2.2618800980160847,1.8401407568071995,2.1624669170879254
4862,1.7404864049170712,2.4446748326872534,1.7658759981110965,2.622805917726222,1.8099687820724206,2.261880336263058,1.840140756747609,2.1624668679840404
4863,1.740485364888287,2.4446595700749936,1.7658759620164386,2.622803712667229,1.809968780843236,2.2618805741189103,1.8401407566882413,2.1624668189573963
4864,1.7404843270326298,2.4446443301833005,1.7658759260198156,2.6228015109953935,1.809968779618265,2.2618808115842275,1.8401407566291006,2.1624667700078963
4865,1.740483291345501,2.4446291129780766,1.7658758901209624,2.6227993127052724,1.8099687783975018,2.261881048659643,1.8401407565701855,2.1624667211354054
4866,1.7404822578223462,2.4446139184252647,1.7658758543196076,2.622797117791444,1.8099687771809188,2.2618812853457584,1.8401407565114902,2.1624666723398227
4867,1.7404812264585896,2.4445987464908487,1.765875818615487,2.62279492624848,1.8099687759685104,2.2618815216431725,1.8401407564530181,2.1624666236210275
4868,1.7404801972496833,2.4445835971408805,1.7658757830083356,2.622792738070974,1.809968774760263,2.261881757552496,1.8401407563947678,2.162466574978919
4869,1.7404791701910778,2.4445684703414376,1.765875747497895,2.6227905532535316,1.8099687735561578,2.261881993074337,1.8401407563367367,2.1624665264133918
4870,1.7404781452782574,2.4445533660586896,1.7658757120838917,2.622788371790755,1.8099687723561808,2.2618822282092985,1.8401407562789263,2.162466477924306
4871,1.7404771225066726,2.4445382842588437,1.7658756767660648,2.6227861936772645,1.8099687711603196,2.261882462957982,1.8401407562213332,2.162466429511568
4872,1.7404761018718236,2.444523224908132,1.7658756415441612,2.6227840189076885,1.809968769968559,2.261882697320988,1.840140756163961,2.1624663811750615
4873,1.7404750833692075,2.444508187972887,1.7658756064179109,2.6227818474766633,1.8099687687808867,2.2618829312989233,1.8401407561068042,2.162466332914668
4874,1.7404740669943242,2.4444931734194606,1.7658755713870509,2.6227796793788296,1.8099687675972895,2.2618831648923936,1.8401407560498644,2.162466284730284
4875,1.7404730527426875,2.444478181214264,1.7658755364513354,2.6227775146088503,1.809968766417746,2.261883398101987,1.8401407559931364,2.1624662366217953
4876,1.740472040609829,2.4444632113237716,1.7658755016104861,2.6227753531613813,1.809968765242249,2.261883630928303,1.840140755936627,2.1624661885890992
4877,1.7404710305912727,2.4444482637144875,1.7658754668642553,2.622773195031091,1.8099687640707898,2.2618838633719545,1.84014075588033,2.1624661406320675
4878,1.7404700226825647,2.4444333383529946,1.7658754322123855,2.6227710402126796,1.8099687629033394,2.261884095433529,1.8401407558242469,2.1624660927506065
4879,1.740469016879269,2.4444184352059173,1.765875397654619,2.6227688887008336,1.8099687617398956,2.261884327113621,1.8401407557683758,2.162466044944585
4880,1.740468013176935,2.4444035542399045,1.7658753631906994,2.622766740490229,1.809968760580444,2.2618845584128358,1.840140755712713,2.1624659972139035
4881,1.740467011571136,2.4443886954217113,1.7658753288203648,2.622764595575597,1.8099687594249683,2.2618847893317584,1.840140755657266,2.1624659495584555
4882,1.740466012057454,2.4443738587181105,1.7658752945433651,2.6227624539516534,1.8099687582734538,2.2618850198709888,1.8401407556020264,2.162465901978124
4883,1.7404650146314833,2.444359044095911,1.765875260359443,2.6227603156131267,1.8099687571258887,2.261885250031115,1.840140755546993,2.1624658544727993
4884,1.7404640192888137,2.4443442515220233,1.7658752262683544,2.6227581805547544,1.8099687559822613,2.261885479812738,1.8401407554921725,2.1624658070423624
4885,1.7404630260250686,2.4443294809633525,1.7658751922698397,2.62275604877127,1.8099687548425565,2.2618857092164415,1.8401407554375546,2.162465759686718
4886,1.7404620348358557,2.444314732386902,1.7658751583636418,2.6227539202574306,1.809968753706754,2.2618859382428296,1.8401407553831475,2.162465712405758
4887,1.7404610457168046,2.444300005759696,1.7658751245495086,2.62275179500801,1.8099687525748493,2.2618861668924763,1.8401407553289442,2.16246566519935
4888,1.7404600586635572,2.444285301048822,1.7658750908272023,2.6227496730177697,1.8099687514468292,2.2618863951659725,1.8401407552749482,2.162465618067408
4889,1.7404590736717576,2.4442706182214247,1.7658750571964632,2.622747554281498,1.809968750322674,2.26188662306392,1.840140755221152,2.162465571009811
4890,1.7404580907370641,2.444255957244699,1.7658750236570449,2.622745438793974,1.8099687492023744,2.261886850586893,1.8401407551675633,2.162465524026451
4891,1.7404571098551374,2.4442413180858575,1.7658749902086939,2.6227433265500024,1.80996874808592,2.261887077735481,1.8401407551141777,2.162465477117213
4892,1.7404561310216569,2.4442267007122247,1.7658749568511665,2.6227412175443963,1.8099687469732886,2.2618873045102674,1.8401407550609927,2.1624654302819977
4893,1.740455154232293,2.4442121050911223,1.7658749235842108,2.622739111771964,1.8099687458644778,2.2618875309118547,1.8401407550080073,2.162465383520696
4894,1.7404541794827577,2.444197531189944,1.7658748904075832,2.622737009227522,1.8099687447594668,2.2618877569408076,1.840140754955223,2.1624653368331885
4895,1.7404532067687428,2.444182978976139,1.7658748573210392,2.6227349099059354,1.8099687436582486,2.2618879825977194,1.8401407549026387,2.162465290219377
4896,1.740452236085953,2.444168448417193,1.76587482432433,2.6227328138020085,1.8099687425608029,2.2618882078831626,1.8401407548502544,2.1624652436791423
4897,1.7404512674301182,2.4441539394806497,1.765874791417214,2.6227307209106243,1.8099687414671215,2.2618884327977233,1.840140754798068,2.162465197212387
4898,1.7404503007969694,2.4441394521341153,1.7658747585994472,2.622728631226623,1.8099687403771925,2.2618886573419967,1.8401407547460802,2.162465150819
4899,1.7404493361822384,2.44412498634523,1.765874725870775,2.622726544744879,1.809968739290999,2.2618888815165508,1.840140754694285,2.1624651044988594
4900,1.7404483735816756,2.444110542081688,1.7658746932309706,2.6227244614602663,1.8099687382085314,2.261889105321959,1.8401407546426864,2.16246505825188
4901,1.7404474129910321,2.4440961193112383,1.765874660679785,2.6227223813676894,1.8099687371297803,2.261889328758812,1.8401407545912867,2.162465012077939
4902,1.7404464544060816,2.444081718001668,1.7658746282169757,2.6227203044620144,1.8099687360547214,2.2618895518276703,1.8401407545400819,2.162464965976933
4903,1.740445497822594,2.444067338120831,1.7658745958423043,2.6227182307381685,1.8099687349833484,2.2618897745291355,1.8401407544890667,2.1624649199487527
4904,1.7404445432363582,2.4440529796366084,1.765874563555527,2.622716160191056,1.8099687339156545,2.2618899968637605,1.8401407544382462,2.162464873993279
4905,1.7404435906431541,2.444038642516964,1.7658745313564115,2.6227140928155968,1.8099687328516196,2.2618902188321335,1.8401407543876178,2.162464828110429
4906,1.7404426400388013,2.444024326729884,1.7658744992447073,2.6227120286067183,1.8099687317912363,2.2618904404348235,1.8401407543371806,2.1624647823000793
4907,1.7404416914190948,2.4440100322434164,1.7658744672201898,2.6227099675593673,1.8099687307344876,2.261890661672413,1.8401407542869355,2.1624647365621223
4908,1.7404407447798635,2.443995759025654,1.7658744352826075,2.6227079096684913,1.8099687296813598,2.2618908825454693,1.8401407542368777,2.16246469089647
4909,1.7404398001169248,2.4439815070447417,1.765874403431739,2.622705854929023,1.809968728631846,2.2618911030545563,1.8401407541870092,2.162464645302987
4910,1.7404388574261271,2.4439672762688653,1.7658743716673386,2.622703803335954,1.809968727585931,2.261891323200254,1.8401407541373316,2.162464599781584
4911,1.7404379167033182,2.4439530666662863,1.765874339989166,2.622701754884245,1.8099687265436024,2.2618915429831365,1.8401407540878423,2.1624645543321503
4912,1.7404369779443463,2.443938878205271,1.7658743083969934,2.6226997095688716,1.8099687255048518,2.26189176240376,1.84014075403854,2.1624645089545727
4913,1.7404360411450668,2.443924710854182,1.765874276890586,2.62269766738484,1.8099687244696572,2.2618919814627025,1.8401407539894212,2.1624644636487593
4914,1.740435106301363,2.4439105645814068,1.7658742454697107,2.6226956283271297,1.8099687234380144,2.261892200160534,1.84014075394049,2.1624644184145936
4915,1.7404341734091235,2.4438964393553646,1.76587421413414,2.622693592390758,1.8099687224099081,2.261892418497813,1.8401407538917447,2.162464373251976
4916,1.740433242464218,2.443882335144575,1.7658741828836255,2.6226915595707347,1.8099687213853315,2.2618926364751104,1.8401407538431833,2.1624643281607976
4917,1.74043231346256,2.443868251917549,1.7658741517179444,2.622689529862097,1.8099687203642627,2.2618928540929977,1.8401407537948042,2.162464283140949
4918,1.7404313864000593,2.443854189642882,1.7658741206368678,2.622687503259845,1.8099687193466998,2.2618930713520298,1.84014075374661,2.1624642381923307
4919,1.740430461272627,2.4438401482892194,1.7658740896401668,2.622685479759061,1.8099687183326243,2.261893288252781,1.840140753698596,2.16246419331483
4920,1.7404295380761805,2.443826127825218,1.7658740587276067,2.62268345935477,1.8099687173220294,2.2618935047958018,1.8401407536507661,2.1624641485083504
4921,1.7404286168066634,2.4438121282196437,1.7658740278989569,2.6226814420420204,1.8099687163148954,2.261893720981663,1.840140753603114,2.1624641037727814
4922,1.7404276974600168,2.443798149441241,1.7658739971539912,2.622679427815893,1.8099687153112192,2.2618939368109197,1.8401407535556449,2.162464059108019
4923,1.7404267800321818,2.4437841914588723,1.7658739664924845,2.6226774166714626,1.809968714310979,2.261894152284147,1.8401407535083547,2.162464014513957
4924,1.7404258645191342,2.4437702542414024,1.7658739359142093,2.622675408603804,1.8099687133141735,2.261894367401883,1.840140753461241,2.1624639699904993
4925,1.7404249509168335,2.443756337757731,1.765873905418932,2.6226734036080157,1.8099687123207837,2.261894582164703,1.8401407534143073,2.1624639255375318
4926,1.7404240392212567,2.4437424419768665,1.765873875006438,2.6226714016791948,1.8099687113307983,2.2618947965731575,1.8401407533675527,2.1624638811549426
4927,1.7404231294283852,2.4437285668678217,1.7658738446764826,2.622669402812437,1.8099687103442115,2.2618950106278137,1.8401407533209724,2.1624638368426443
4928,1.7404222215342222,2.44371471239966,1.7658738144288613,2.622667407002863,1.8099687093610055,2.261895224329213,1.8401407532745702,2.162463792600526
4929,1.7404213155347537,2.4437008785415033,1.7658737842633456,2.6226654142456094,1.8099687083811724,2.261895437677926,1.8401407532283411,2.16246374842848
4930,1.740420411426012,2.443687065262512,1.7658737541796994,2.6226634245357987,1.809968707404702,2.2618956506745027,1.8401407531822875,2.162463704326404
4931,1.740419509204,2.443673272531901,1.7658737241777152,2.6226614378685675,1.8099687064315735,2.2618958633194866,1.8401407531364051,2.162463660294198
4932,1.7404186088647595,2.4436595003189385,1.7658736942571605,2.6226594542390607,1.8099687054617841,2.2618960756134525,1.8401407530907026,2.1624636163317605
4933,1.7404177104043073,2.443645748592921,1.765873664417816,2.6226574736424544,1.8099687044953214,2.261896287556938,1.8401407530451703,2.162463572438981
4934,1.7404168138187033,2.4436320173232104,1.7658736346594637,2.6226554960738917,1.8099687035321712,2.261896499150493,1.8401407529998082,2.1624635286157545
4935,1.7404159191039925,2.443618306479209,1.765873604981877,2.622653521528559,1.8099687025723266,2.2618967103946757,1.8401407529546217,2.1624634848619904
4936,1.7404150262562519,2.443604616030368,1.7658735753848422,2.622651550001639,1.8099687016157695,2.261896921290043,1.8401407529096006,2.162463441177575
4937,1.7404141352715259,2.4435909459461818,1.7658735458681392,2.6226495814883193,1.809968700662494,2.2618971318371264,1.8401407528647529,2.1624633975623984
4938,1.7404132461459125,2.4435772961962074,1.7658735164315413,2.6226476159837824,1.8099686997124877,2.2618973420364874,1.8401407528200757,2.1624633540163853
4939,1.7404123588754967,2.44356366675002,1.7658734870748407,2.6226456534832434,1.8099686987657413,2.2618975518886724,1.840140752775564,2.1624633105393896
4940,1.740411473456361,2.4435500575772724,1.7658734577978148,2.6226436939819355,1.8099686978222365,2.261897761394233,1.8401407527312241,2.162463267131355
4941,1.7404105898846154,2.443536468647643,1.7658734286002449,2.622641737475049,1.8099686968819697,2.2618979705536963,1.8401407526870515,2.162463223792145
4942,1.7404097081563827,2.4435228999308696,1.765873399481916,2.6226397839578337,1.8099686959449222,2.261898179367633,1.8401407526430424,2.1624631805216827
4943,1.7404088282677628,2.443509351396729,1.7658733704426195,2.622637833425524,1.8099686950110965,2.261898387836574,1.8401407525992017,2.1624631373198455
4944,1.7404079502149028,2.443495823015041,1.7658733414821295,2.6226358858733585,1.8099686940804667,2.261898595961064,1.8401407525555302,2.162463094186543
4945,1.7404070739939241,2.443482314755707,1.7658733126002353,2.6226339412966015,1.809968693153026,2.261898803741647,1.8401407525120184,2.162463051121672
4946,1.7404061996009759,2.443468826588612,1.7658732837967221,2.6226319996905043,1.809968692228767,2.2618990111788735,1.8401407524686744,2.1624630081251235
4947,1.7404053270322146,2.443455358483738,1.7658732550713816,2.622630061050343,1.8099686913076838,2.2618992182732707,1.8401407524254911,2.1624629651968093
4948,1.7404044562837977,2.443441910411106,1.765873226423991,2.6226281253714023,1.8099686903897525,2.261899425025395,1.8401407523824744,2.162462922336606
4949,1.740403587351889,2.4434284823407646,1.765873197854348,2.622626192648964,1.8099686894749667,2.261899631435768,1.8401407523396194,2.162462879544441
4950,1.7404027202326788,2.4434150742428287,1.7658731693622378,2.6226242628783143,1.8099686885633244,2.2618998375049446,1.840140752296924,2.162462836820187
4951,1.7404018549223406,2.4434016860874426,1.7658731409474413,2.622622336054753,1.8099686876548016,2.261900043233457,1.8401407522543927,2.162462794163758
4952,1.740400991417072,2.4433883178447946,1.7658731126097582,2.6226204121736174,1.8099686867493947,2.2619002486218514,1.840140752212021,2.1624627515750534
4953,1.7404001297130767,2.4433749694851485,1.7658730843489796,2.6226184912301957,1.809968685847096,2.2619004536706497,1.8401407521698097,2.1624627090539663
4954,1.7403992698065582,2.4433616409787855,1.7658730561648888,2.6226165732198132,1.8099686849478893,2.261900658380399,1.8401407521277569,2.162462666600391
4955,1.7403984116937379,2.44334833229604,1.7658730280572825,2.622614658137834,1.8099686840517635,2.261900862751625,1.8401407520858648,2.162462624214241
4956,1.7403975553708435,2.4433350434072976,1.7658730000259402,2.622612745979569,1.809968683158715,2.2619010667848793,1.8401407520441306,2.1624625818954155
4957,1.7403967008341072,2.443321774282987,1.7658729720706716,2.6226108367403813,1.8099686822687242,2.26190127048068,1.840140752002554,2.162462539643795
4958,1.7403958480797783,2.44330852489357,1.7658729441912595,2.6226089304156237,1.8099686813817861,2.261901473839562,1.840140751961134,2.1624624974593036
4959,1.7403949971040853,2.4432952952095794,1.7658729163874967,2.6226070270006585,1.8099686804978916,2.2619016768620765,1.840140751919871,2.162462455341819
4960,1.7403941479033043,2.44328208520158,1.7658728886591863,2.622605126490867,1.8099686796170231,2.2619018795487342,1.8401407518787642,2.162462413291262
4961,1.7403933004736922,2.4432688948401684,1.765872861006114,2.622603228881619,1.8099686787391789,2.2619020819000726,1.8401407518378103,2.1624623713075186
4962,1.7403924548115315,2.4432557240960158,1.7658728334280729,2.6226013341683165,1.8099686778643442,2.261902283916622,1.840140751797015,2.162462329390489
4963,1.7403916109130955,2.443242572939806,1.7658728059248716,2.6225994423463495,1.8099686769925083,2.2619024855989016,1.840140751756372,2.1624622875400865
4964,1.7403907687746747,2.443229441342293,1.7658727784962902,2.622597553411114,1.809968676123662,2.261902686947468,1.8401407517158834,2.1624622457562053
4965,1.7403899283925732,2.443216329274278,1.7658727511421342,2.622595667358029,1.809968675257792,2.2619028879628185,1.840140751675548,2.1624622040387425
4966,1.740389089763086,2.4432032367065855,1.7658727238622038,2.6225937841825173,1.809968674394894,2.261903088645501,1.8401407516353612,2.1624621623876012
4967,1.7403882528825283,2.44319016361009,1.7658726966562923,2.622591903880002,1.8099686735349525,2.26190328899603,1.8401407515953305,2.162462120802685
4968,1.7403874177472307,2.443177109955733,1.7658726695241995,2.6225900264459123,1.809968672677965,2.2619034890149257,1.8401407515554495,2.162462079283882
4969,1.740386584353509,2.443164075714476,1.7658726424657207,2.6225881518757013,1.809968671823908,2.2619036887027257,1.8401407515157229,2.162462037831123
4970,1.7403857526977138,2.443151060857344,1.7658726154806637,2.622586280164821,1.809968670972784,2.2619038880599556,1.840140751476142,2.162461996444274
4971,1.74038492277618,2.4431380653553725,1.7658725885688191,2.622584411308712,1.8099686701245772,2.261904087087128,1.8401407514367112,2.16246195512326
4972,1.7403840945852518,2.443125089179711,1.7658725617299948,2.6225825453028517,1.8099686692792762,2.2619042857847695,1.840140751397429,2.1624619138679755
4973,1.7403832681213056,2.443112132301463,1.7658725349639912,2.6225806821427216,1.809968668436874,2.261904484153412,1.840140751358296,2.1624618726783202
4974,1.7403824433806934,2.443099194691859,1.765872508270603,2.6225788218237835,1.8099686675973667,2.2619046821935553,1.840140751319312,2.1624618315542015
4975,1.7403816203598086,2.4430862763221115,1.7658724816496363,2.6225769643415417,1.8099686667607302,2.2619048799057344,1.8401407512804742,2.1624617904955272
4976,1.7403807990550137,2.4430733771635227,1.7658724551008984,2.622575109691481,1.809968665926966,2.2619050772904687,1.840140751241781,2.162461749502188
4977,1.740379979462712,2.4430604971874033,1.7658724286241902,2.6225732578691154,1.80996866509606,2.2619052743482744,1.8401407512032393,2.162461708574086
4978,1.7403791615793052,2.44304763636513,1.7658724022193129,2.6225714088699426,1.8099686642680006,2.2619054710796616,1.840140751164838,2.1624616677111312
4979,1.7403783454011887,2.443034794668131,1.765872375886075,2.6225695626894985,1.8099686634427763,2.2619056674851548,1.8401407511265861,2.1624616269132235
4980,1.7403775309247849,2.443021972067838,1.7658723496242754,2.622567719323297,1.809968662620389,2.2619058635652802,1.8401407510884749,2.162461586180263
4981,1.7403767181465053,2.4430091685357906,1.7658723234337295,2.6225658787668693,1.8099686618008195,2.261906059320541,1.8401407510505094,2.1624615455121594
4982,1.7403759070627856,2.442996384043507,1.7658722973142345,2.622564041015768,1.8099686609840604,2.2619062547514526,1.840140751012688,2.1624615049088063
4983,1.7403750976700652,2.4429836185625957,1.7658722712656025,2.6225622060655365,1.8099686601701008,2.261906449858524,1.8401407509750076,2.162461464370113
4984,1.7403742899647763,2.4429708720646874,1.7658722452876336,2.622560373911728,1.8099686593589321,2.261906644642285,1.8401407509374716,2.162461423895985
4985,1.7403734839433853,2.4429581445214574,1.7658722193801395,2.6225585445499116,1.8099686585505446,2.261906839103239,1.840140750900077,2.1624613834863196
4986,1.7403726796023413,2.442945435904638,1.765872193542929,2.6225567179756477,1.809968657744927,2.261907033241898,1.8401407508628254,2.1624613431410245
4987,1.7403718769381031,2.4429327461859796,1.7658721677758191,2.622554894184534,1.8099686569420723,2.2619072270587712,1.8401407508257104,2.1624613028600015
4988,1.740371075947164,2.4429200753373115,1.765872142078603,2.622553073172141,1.8099686561419723,2.2619074205543654,1.8401407507887388,2.162461262643155
4989,1.7403702766260027,2.4429074233304693,1.7658721164510947,2.622551254934066,1.809968655344612,2.261907613729206,1.8401407507519043,2.1624612224903874
4990,1.7403694789710946,2.442894790137356,1.7658720908931118,2.622549439465906,1.8099686545499896,2.2619078065837863,1.8401407507152125,2.162461182401607
4991,1.7403686829789424,2.4428821757299066,1.7658720654044613,2.6225476267632835,1.8099686537580886,2.261907999118631,1.8401407506786545,2.1624611423767095
4992,1.7403678886460625,2.4428695800801195,1.7658720399849501,2.6225458168217926,1.8099686529688994,2.2619081913342316,1.8401407506422376,2.1624611024156115
4993,1.7403670959689428,2.442857003160002,1.7658720146344002,2.622544009637078,1.8099686521824203,2.261908383231107,1.8401407506059584,2.1624610625182124
4994,1.7403663049441216,2.4428444449416427,1.7658719893526083,2.622542205204747,1.8099686513986377,2.261908574809746,1.840140750569816,2.162461022684412
4995,1.7403655155681181,2.442831905397138,1.7658719641394043,2.6225404035204654,1.8099686506175412,2.2619087660706625,1.8401407505338099,2.162460982914126
4996,1.7403647278374637,2.44281938449864,1.7658719389945896,2.622538604579853,1.8099686498391232,2.2619089570143713,1.84014075049794,2.162460943207238
4997,1.7403639417486962,2.4428068822183677,1.7658719139179844,2.622536808378567,1.8099686490633744,2.261909147641366,1.840140750462206,2.162460903563675
4998,1.740363157298376,2.442794398528537,1.7658718889093994,2.6225350149122857,1.8099686482902815,2.261909337952152,1.840140750426605,2.162460863983345
4999,1.740362374483055,2.442781933401455,1.7658718639686513,2.6225332241766472,1.8099686475198467,2.2619095279472226,1.8401407503911424,2.162460824466125
5000,1.7403615932992862,2.44276948680943,1.7658718390955561,2.6225314361673537,1.809968646752046,2.2619097176270997,1.8401407503558087,2.162460785011951
5001,1.7403608137436453,2.442757058724844,1.7658718142899243,2.6225296508800526,1.8099686459868802,2.261909906992271,1.8401407503206115,2.162460745620709
5002,1.7403600358127211,2.4427446491200944,1.7658717895515847,2.622527868310478,1.8099686452243398,2.2619100960432332,1.8401407502855474,2.1624607062923156
5003,1.7403592595030792,2.442732257967645,1.7658717648803384,2.6225260884542876,1.8099686444644085,2.261910284780496,1.840140750250617,2.162460667026668
5004,1.7403584848113218,2.4427198852399883,1.765871740276016,2.6225243113071994,1.8099686437070854,2.261910473204556,1.840140750215814,2.1624606278236786
5005,1.7403577117340554,2.442707530909672,1.7658717157384267,2.6225225368649205,1.8099686429523612,2.2619106613158992,1.8401407501811449,2.16246058868326
5006,1.7403569402678725,2.442695194949253,1.7658716912673942,2.6225207651231766,1.8099686422002228,2.2619108491150417,1.8401407501466085,2.162460549605293
5007,1.7403561704093922,2.4426828773313805,1.7658716668627248,2.6225189960776714,1.8099686414506582,2.261911036602459,1.8401407501122022,2.1624605105897072
5008,1.7403554021552323,2.442670578028708,1.76587164252426,2.6225172297241626,1.8099686407036697,2.2619112237786627,1.840140750077922,2.1624604716364115
5009,1.7403546355020332,2.442658297013943,1.7658716182518077,2.6225154660583714,1.80996863995924,2.261911410644149,1.8401407500437745,2.162460432745287
5010,1.7403538704464152,2.4426460342598353,1.765871594045179,2.622513705076058,1.8099686392173635,2.261911597199408,1.840140750009755,2.162460393916261
5011,1.7403531069850295,2.4426337897391672,1.7658715699042105,2.622511946772955,1.8099686384780305,2.261911783444924,1.8401407499758649,2.162460355149245
5012,1.7403523451145204,2.4426215634247854,1.7658715458287135,2.622510191144855,1.8099686377412312,2.261911969381193,1.8401407499421036,2.1624603164441303
5013,1.7403515848315496,2.442609355289552,1.765871521818518,2.6225084381874884,1.8099686370069548,2.2619121550087224,1.8401407499084688,2.162460277800833
5014,1.7403508261327805,2.4425971653063963,1.7658714978734376,2.622506687896647,1.8099686362751999,2.261912340327991,1.840140749874958,2.16246023921926
5015,1.7403500690148777,2.4425849934482655,1.765871473993301,2.622504940268115,1.8099686355459526,2.261912525339486,1.8401407498415772,2.1624602006993143
5016,1.7403493134745258,2.442572839688167,1.7658714501779285,2.6225031952976794,1.8099686348192037,2.2619127100437018,1.8401407498083224,2.1624601622409023
5017,1.7403485595084065,2.4425607039991335,1.7658714264271467,2.622501452981133,1.8099686340949492,2.2619128944411324,1.8401407497751936,2.1624601238439416
5018,1.74034780711321,2.4425485863542455,1.76587140274078,2.622499713314286,1.8099686333731735,2.2619130785322605,1.8401407497421869,2.162460085508325
5019,1.7403470562856442,2.4425364867266453,1.7658713791186467,2.622497976292946,1.809968632653873,2.2619132623175835,1.8401407497093083,2.1624600472339774
5020,1.740346307022396,2.4425244050894794,1.7658713555605765,2.6224962419129123,1.8099686319370405,2.261913445797567,1.8401407496765496,2.162460009020789
5021,1.7403455593202048,2.4425123414159553,1.765871332066397,2.622494510170033,1.8099686312226688,2.2619136289727244,1.8401407496439195,2.1624599708686842
5022,1.7403448131757644,2.442500295679322,1.7658713086359337,2.6224927810601257,1.8099686305107405,2.261913811843526,1.8401407496114115,2.1624599327775593
5023,1.7403440685858231,2.4424882678528723,1.7658712852690126,2.6224910545790214,1.8099686298012572,2.2619139944104516,1.8401407495790234,2.1624598947473266
5024,1.7403433255471046,2.442476257909939,1.7658712619654529,2.622489330722585,1.8099686290942016,2.2619141766740087,1.84014074954676,2.1624598567778968
5025,1.7403425840563496,2.44246426582387,1.7658712387250948,2.622487609486652,1.8099686283895735,2.261914358634657,1.840140749514617,2.162459818869172
